id,project.id,project.name,treatment,treatment.2,block,site,region,burn.name,site.type,latitude,longitude.x,accuracy.m,elevation.x,accuracy.vertical.m,slope.x,aspect.x,moisture,spp.density,spp.basal.area,bs.prop,stand.age,stand.origin,burn.year,above.biomass.prefire,above.carbon.prefire,above.biomass.combusted,above.carbon.combusted,prefireSOL,mean.resid,burn.depth,propSOL,below.ground.carbon.prefire,below.ground.carbon.combusted,prop.below.C,shrub.bio,tussock.dens,moss.type,sample.date,PFI,Ruggedness,BD_30,BD_100,pH_30,pH_100,Sand_30,Sand_100,Silt_30,Silt_100,Clay_30,Clay_100,SOC_30,SOC_100,tavg_5_8,tmax_5_8,prec_5_8,bio1_MAT,bio2_MDR,bio5_tmax_warm,bio12_MAP,NV,GRSH,DEC,BS,WS,JP,OCON,Ecoregion_LEVEL1,Ecoregion_LEVEL2,Ecoregion_LEVEL3,Ecoregion_NAME_L1,Ecoregion_NAME_L2,Ecoregion_NAME_L3,Ecoregion_Label,Perm_Ice_NUM_CODE,Perm_Ice_COMBO,Perm_Ice_EXTENT,Perm_Ice_CONTENT,Perm_Ice_LANDFORM,longitude.y,burn_year,DOB_lst,Precipitation,Temperature,Relative.humidity,Wind.speed,DC.y,DMC.y,FFMC.y,ISI.y,BUI.y,FWI.y,DSR,Peat,Tree.cover,Distanceunburned,dNBR,TCB,elevation.y,slope.y,aspect.y,TWI,CNA_Tave_5_8,CNA_Tmax_5_8,CNA_Tmin_5_8,CNA_PPT_5_8,CNA_Rad_5_8,CNA_RH_5_8,CNA_CMD_5_8,CNA_MAT,CNA_MAP,CNA_MWMT,CNA_TD,CNA_DD5,CNA_DD18,CNA_NFFD,CNA_FFP,CNA_PAS,CNA_CMD,CNA_MAR,CNA_RH,CNA_SHM,moisture.new
sf.1137,NWT_BCKE.sf.100,NWT_BCKE,,,NA,SS3-64,,,,60.920979,-117.024896,NA,NA,NA,,NA,6,0,0,NA,NA,fire,2014,0,0,0,0,182.2,163,19.2,0.105378705,76753.90097,5942.517301,0.077423,NA,NA,,6/6/2015,0.263241172,1.434594393,1.036083333,1.195675,6.175,6.5525,42.41666667,44.075,35.5,33.2,22.33333333,22.8,20000,47700,12.92499983,18.62500024,35.5,-2.824999928,11.43333324,20.89999962,306,0.068333335,0.30833334,0.159838405,0.361603765,0.069800313,0,0.032090918,3,3.3,3.3.2,Taiga,Taiga Plains,Hay and Slave River Lowlands,3.3.2: Hay and Slave River Lowlands,11,Slf,S,l,f,-117.024896,2014,189.4985352,0.187574819,24.63479042,51.22980881,6.135854244,263.1043091,25.50700951,87.75471497,4.232413769,41.06198883,10.36526585,1.706657171,TRUE,24.33333333,250,0.36,0.19,234.6666667,7.706019878,164.1677856,9.438553417,12.5,18.825,6.15,38.25,19.15,60.75,52.25,-2.9,314,16.2,39.7,1074,31,132,96,128,214,10.4,58,87.5,6
sf.1138,NWT_BCKE.sf.101,NWT_BCKE,,,NA,SS3-64,,,,60.920827,-117.026147,NA,NA,NA,,NA,6,0,0,NA,NA,fire,2014,0,0,0,0,93.2,74,19.2,0.206008584,35816.47575,5942.517301,0.165915746,NA,NA,,6/6/2015,0.263241172,1.434594393,1.039416667,1.203425,6.316666667,6.56,46.58333333,47.775,33.83333333,31.65,19.58333333,20.575,20600,52800,12.94999993,18.65000033,35.25,-2.808333278,11.4333334,20.89999962,306,0.068333335,0.30833334,0.159838405,0.361603765,0.069800313,0,0.032090918,3,3.3,3.3.2,Taiga,Taiga Plains,Hay and Slave River Lowlands,3.3.2: Hay and Slave River Lowlands,11,Slf,S,l,f,-117.026147,2014,189.4985352,0.187574819,24.63479042,51.22980881,6.135854244,263.1043091,25.50700951,87.75471497,4.232413769,41.06198883,10.36526585,1.706657171,TRUE,35.22222222,250,0.28,0.2,236.7777778,16.08031654,159.9480743,8.739423812,12.5,18.825,6.15,38.25,19.15,60.75,52.25,-2.9,314,16.2,39.6,1073,31,132,96,128,214,10.4,58,87.4,6
sf.1139,NWT_BCKE.sf.102,NWT_BCKE,,,NA,SS3-64,,,,60.920691,-117.025781,NA,NA,NA,,NA,6,0,0,NA,NA,fire,2014,0,0,0,0,NA,120,NA,NA,NA,NA,NA,NA,NA,,6/6/2015,0.263241172,1.434594393,1.039416667,1.203425,6.316666667,6.56,46.58333333,47.775,33.83333333,31.65,19.58333333,20.575,20600,52800,12.94999993,18.65000033,35.25,-2.808333278,11.4333334,20.89999962,306,0.068333335,0.30833334,0.159838405,0.361603765,0.069800313,0,0.032090918,3,3.3,3.3.2,Taiga,Taiga Plains,Hay and Slave River Lowlands,3.3.2: Hay and Slave River Lowlands,11,Slf,S,l,f,-117.025781,2014,189.4985352,0.187574819,24.63479042,51.22980881,6.135854244,263.1043091,25.50700951,87.75471497,4.232413769,41.06198883,10.36526585,1.706657171,TRUE,16.77777778,250,0.28,0.2,235.2222222,15.0967989,160.4782257,9.381125833,12.5,18.825,6.15,38.25,19.15,60.75,52.25,-2.9,314,16.2,39.7,1074,31,132,96,128,214,10.4,58,87.4,6
sf.1140,NWT_BCKE.sf.103,NWT_BCKE,,,NA,SS3-64,,,,60.92056,-117.025427,NA,NA,NA,,NA,6,0,0,NA,NA,fire,2014,0,0,0,0,NA,137,NA,NA,NA,NA,NA,NA,NA,,6/6/2015,0.263241172,1.434594393,1.039416667,1.203425,6.316666667,6.56,46.58333333,47.775,33.83333333,31.65,19.58333333,20.575,20600,52800,12.94999993,18.65000033,35.25,-2.808333278,11.4333334,20.89999962,306,0.068333335,0.30833334,0.159838405,0.361603765,0.069800313,0,0.032090918,3,3.3,3.3.2,Taiga,Taiga Plains,Hay and Slave River Lowlands,3.3.2: Hay and Slave River Lowlands,11,Slf,S,l,f,-117.025427,2014,189.4985352,0.187574819,24.63479042,51.22980881,6.135854244,263.1043091,25.50700951,87.75471497,4.232413769,41.06198883,10.36526585,1.706657171,TRUE,16.66666667,250,0.28,0.2,232.1111111,14.67036152,157.1655273,10.4451838,12.5,18.9,6.15,38.25,19.15,60.5,52.25,-2.9,313,16.2,39.7,1075,31,132,96,127,214,10.4,58,87.6,6
sf.1141,NWT_BCKE.sf.104,NWT_BCKE,,,NA,SS3-65,,,,60.923518,-117.022745,NA,NA,NA,,NA,6,0,0,NA,NA,fire,2014,0,0,0,0,NA,165,NA,NA,NA,NA,NA,NA,NA,,6/6/2015,0.263241172,1.434594393,1.04875,1.196025,6.075,6.4175,44.25,46.025,35.16666667,32.75,20.58333333,21.225,20800,48900,12.92499983,18.62500024,35.5,-2.824999928,11.43333324,20.89999962,306,0.016666666,0.525,0.194398517,0.165082603,0.058576646,0.028882023,0.011393624,3,3.3,3.3.2,Taiga,Taiga Plains,Hay and Slave River Lowlands,3.3.2: Hay and Slave River Lowlands,11,Slf,S,l,f,-117.022745,2014,189.4985352,0.187574819,24.63479042,51.22980881,6.135854244,263.1043091,25.50700951,87.75471497,4.232413769,41.06198883,10.36526585,1.706657171,TRUE,0,260.4486193,0.07,0.29,229,9.722971916,104.4080887,9.504735893,12.5,18.9,6.15,38.25,19.15,60.5,52.25,-2.9,313,16.2,39.7,1077,31,132,96,127,214,10.4,58,87.8,6
sf.1142,NWT_BCKE.sf.105,NWT_BCKE,,,NA,SS3-65,,,,60.923477,-117.023155,NA,NA,NA,,NA,6,0,0,NA,NA,fire,2014,0,0,0,0,NA,230,NA,NA,NA,NA,NA,NA,NA,,6/6/2015,0.263241172,1.434594393,1.047666667,1.19915,6.075,6.4375,44.41666667,45.725,35.5,33.35,20.33333333,21.15,21600,54300,12.92499983,18.62500024,35.5,-2.824999928,11.43333324,20.89999962,306,0.016666666,0.525,0.194398517,0.165082603,0.058576646,0.028882023,0.011393624,3,3.3,3.3.2,Taiga,Taiga Plains,Hay and Slave River Lowlands,3.3.2: Hay and Slave River Lowlands,11,Slf,S,l,f,-117.023155,2014,189.4985352,0.187574819,24.63479042,51.22980881,6.135854244,263.1043091,25.50700951,87.75471497,4.232413769,41.06198883,10.36526585,1.706657171,TRUE,0,273.2497084,0.07,0.29,232.2222222,12.7734499,141.4125519,8.487161546,12.5,18.875,6.15,38.25,19.15,60.75,52.25,-2.9,313,16.2,39.7,1075,31,132,96,127,214,10.4,58,87.6,6
sf.1143,NWT_BCKE.sf.106,NWT_BCKE,,,NA,SS3-65,,,,60.923425,-117.023659,NA,NA,NA,,NA,6,0,0,NA,NA,fire,2014,0,0,0,0,NA,200,NA,NA,NA,NA,NA,NA,NA,,6/6/2015,0.263241172,1.434594393,1.047666667,1.19915,6.075,6.4375,44.41666667,45.725,35.5,33.35,20.33333333,21.15,21600,54300,12.92499983,18.62500024,35.5,-2.824999928,11.43333324,20.89999962,306,0.016666666,0.525,0.194398517,0.165082603,0.058576646,0.028882023,0.011393624,3,3.3,3.3.2,Taiga,Taiga Plains,Hay and Slave River Lowlands,3.3.2: Hay and Slave River Lowlands,11,Slf,S,l,f,-117.023659,2014,189.4985352,0.187574819,24.63479042,51.22980881,6.135854244,263.1043091,25.50700951,87.75471497,4.232413769,41.06198883,10.36526585,1.706657171,TRUE,0,290.4722558,0.15,0.22,232.3333333,8.866627693,228.913147,9.028024356,12.5,18.875,6.15,38.25,19.15,60.75,52.25,-2.9,313,16.2,39.7,1075,31,132,96,127,214,10.4,58,87.6,6
sf.1144,NWT_BCKE.sf.107,NWT_BCKE,,,NA,SS3-65,,,,60.923043,-117.022474,NA,NA,NA,,NA,6,0,0,NA,NA,fire,2014,0,0,0,0,NA,127,NA,NA,NA,NA,NA,NA,NA,,6/6/2015,0.263241172,1.434594393,1.04875,1.196025,6.075,6.4175,44.25,46.025,35.16666667,32.75,20.58333333,21.225,20800,48900,12.92499983,18.62500024,35.5,-2.824999928,11.43333324,20.89999962,306,0.016666666,0.525,0.194398517,0.165082603,0.058576646,0.028882023,0.011393624,3,3.3,3.3.2,Taiga,Taiga Plains,Hay and Slave River Lowlands,3.3.2: Hay and Slave River Lowlands,11,Slf,S,l,f,-117.022474,2014,189.4985352,0.187574819,24.63479042,51.22980881,6.135854244,263.1043091,25.50700951,87.75471497,4.232413769,41.06198883,10.36526585,1.706657171,TRUE,0,250,0.2,0.19,230.2222222,16.35686684,32.06998444,9.009107924,12.5,18.9,6.15,38.25,19.15,60.5,52.25,-2.9,313,16.2,39.7,1076,31,132,96,127,214,10.4,58,87.7,6
sf.1145,NWT_BCKE.sf.108,NWT_BCKE,,,NA,SS3-65,,,,60.923477,-117.023155,NA,NA,NA,,NA,6,0,0,NA,NA,fire,2014,0,0,0,0,NA,140,NA,NA,NA,NA,NA,NA,NA,,6/6/2015,0.263241172,1.434594393,1.047666667,1.19915,6.075,6.4375,44.41666667,45.725,35.5,33.35,20.33333333,21.15,21600,54300,12.92499983,18.62500024,35.5,-2.824999928,11.43333324,20.89999962,306,0.016666666,0.525,0.194398517,0.165082603,0.058576646,0.028882023,0.011393624,3,3.3,3.3.2,Taiga,Taiga Plains,Hay and Slave River Lowlands,3.3.2: Hay and Slave River Lowlands,11,Slf,S,l,f,-117.023155,2014,189.4985352,0.187574819,24.63479042,51.22980881,6.135854244,263.1043091,25.50700951,87.75471497,4.232413769,41.06198883,10.36526585,1.706657171,TRUE,0,273.2497084,0.07,0.29,232.2222222,12.7734499,141.4125519,8.487161546,12.5,18.875,6.15,38.25,19.15,60.75,52.25,-2.9,313,16.2,39.7,1075,31,132,96,127,214,10.4,58,87.6,6
sf.1146,NWT_BCKE.sf.109,NWT_BCKE,,,NA,SS3-65,,,,60.922917,-117.023358,NA,NA,NA,,NA,6,0,0,NA,NA,fire,2014,0,0,0,0,NA,161,NA,NA,NA,NA,NA,NA,NA,,6/6/2015,0.263241172,1.434594393,1.047666667,1.19915,6.075,6.4375,44.41666667,45.725,35.5,33.35,20.33333333,21.15,21600,54300,12.92499983,18.62500024,35.5,-2.824999928,11.43333324,20.89999962,306,0.016666666,0.525,0.194398517,0.165082603,0.058576646,0.028882023,0.011393624,3,3.3,3.3.2,Taiga,Taiga Plains,Hay and Slave River Lowlands,3.3.2: Hay and Slave River Lowlands,11,Slf,S,l,f,-117.023358,2014,189.4985352,0.187574819,24.63479042,51.22980881,6.135854244,263.1043091,25.50700951,87.75471497,4.232413769,41.06198883,10.36526585,1.706657171,TRUE,0,250,0.12,0.17,232.5555556,12.29917622,196.4585419,8.767395079,12.5,18.875,6.15,38.25,19.15,60.75,52.25,-2.9,313,16.2,39.7,1075,31,132,96,127,214,10.4,58,87.6,6
sf.1049,NWT_BCKE.sf.11,NWT_BCKE,,,NA,08-Jan,,,,60.56479,-114.42706,NA,NA,NA,,NA,6,0,0,NA,45,fire,2008,0,0,0,0,NA,167,NA,NA,NA,NA,NA,NA,NA,,7/14/2016,0.291571528,0,1.018833333,1.2045,6.241666667,6.7175,41.75,43.375,35.83333333,33.8,22.33333333,22.8,18100,44500,12.72500002,17.9000001,36.75,-2.787499989,10.34166667,20.29999924,332,0,0.021666667,0.116272317,0.520397646,0.32815729,0,0.013493799,3,3.3,3.3.2,Taiga,Taiga Plains,Hay and Slave River Lowlands,3.3.2: Hay and Slave River Lowlands,11,Slf,S,l,f,-114.42706,2008,207.8988037,0.001367215,23.22396278,35.50812531,7.195793629,287.8565674,53.30359268,91.23272705,7.346912384,72.87210846,21.68839455,6.305091858,TRUE,63.11111111,2040.448547,0.52,NA,248.1111111,38.98666382,197.8561249,9.021326442,11.925,17.325,6.5,37.5,19.55,65.75,44,-2.8,332,15.8,38.4,1007,25,135,95,137,176,10.6,63,82.5,6
sf.1147,NWT_BCKE.sf.110,NWT_BCKE,,,NA,SS50-120,,,,60.96872,-117.18848,NA,NA,NA,,NA,4,1.16,12.8403,1,NA,fire,2015,2498.99,1249.495,585.0156501,292.507825,6.7,2,4.7,0.701492537,1795.163496,1199.588303,0.668233454,NA,NA,,7/17/2016,0.232522264,0.968555689,1.094916667,1.267175,6.433333333,6.805,50,51.1,32.41666667,30.525,17.66666667,18.05,15300,24700,13.07500005,18.87499976,34.75,-2.716666752,11.53333333,21,304,0,0.336666679,0.021438428,0.448792454,0.115563884,0.069904383,0.007634378,3,3.3,3.3.2,Taiga,Taiga Plains,Hay and Slave River Lowlands,3.3.2: Hay and Slave River Lowlands,11,Slf,S,l,f,-117.18848,2015,180.8827667,0.014444722,27.43929482,29.83887672,5.746366024,293.1049805,50.06999207,92.01912689,7.63529253,70.17196655,21.85553169,6.391348839,TRUE,71.11111111,333.6173503,NA,0.18,225.7777778,21.03365326,261.7367859,7.958777875,12.675,19.225,6.15,37.75,19.125,59.5,54.25,-2.7,310,16.3,39.8,1102,33,133,98,124,223,10.4,58,89,4
sf.1148,NWT_BCKE.sf.111,NWT_BCKE,,,NA,SS50-120,,,,60.96883,-117.18819,NA,NA,NA,,NA,4,0.24,2.12058,1,NA,fire,2015,405.687,202.8435,110.5379607,55.26898036,5.575,0,5.575,1,1456.590177,1456.590177,1,NA,NA,,7/17/2016,0.232522264,0.968555689,1.094916667,1.267175,6.433333333,6.805,50,51.1,32.41666667,30.525,17.66666667,18.05,15300,24700,13.07500005,18.87499976,34.75,-2.716666752,11.53333333,21,304,0,0.336666679,0.021438428,0.448792454,0.115563884,0.069904383,0.007634378,3,3.3,3.3.2,Taiga,Taiga Plains,Hay and Slave River Lowlands,3.3.2: Hay and Slave River Lowlands,11,Slf,S,l,f,-117.18819,2015,180.8827667,0.014444722,27.43929482,29.83887672,5.746366024,293.1049805,50.06999207,92.01912689,7.63529253,70.17196655,21.85553169,6.391348839,TRUE,67.88888889,343.72277,NA,0.18,226.7777778,22.34492302,253.5804596,8.059169395,12.675,19.225,6.15,37.75,19.125,59.5,54.25,-2.7,310,16.3,39.8,1101,33,133,98,125,223,10.4,58,88.9,4
sf.1149,NWT_BCKE.sf.112,NWT_BCKE,,,NA,SS50-120,,,,60.96898,-117.18794,NA,NA,NA,,NA,4,0.36,1.46425,1,NA,fire,2015,228.223,114.1115,72.29446836,36.14723418,18,13,5,0.277777778,5522.068582,1287.02165,0.233068755,NA,NA,,7/17/2016,0.232522264,0.968555689,1.094916667,1.267175,6.433333333,6.805,50,51.1,32.41666667,30.525,17.66666667,18.05,15300,24700,13.07500005,18.87499976,34.75,-2.716666752,11.53333333,21,304,0,0.336666679,0.021438428,0.448792454,0.115563884,0.069904383,0.007634378,3,3.3,3.3.2,Taiga,Taiga Plains,Hay and Slave River Lowlands,3.3.2: Hay and Slave River Lowlands,11,Slf,S,l,f,-117.18794,2015,180.8827667,0.014444722,27.43929482,29.83887672,5.746366024,293.1049805,50.06999207,92.01912689,7.63529253,70.17196655,21.85553169,6.391348839,TRUE,70.11111111,359.322692,NA,0.16,227.5555556,22.99891853,247.8192902,7.947031917,12.675,19.225,6.15,37.75,19.125,59.5,54.25,-2.7,310,16.3,39.8,1101,33,133,98,125,223,10.4,58,88.8,4
sf.1150,NWT_BCKE.sf.113,NWT_BCKE,,,NA,SS50-120,,,,60.96851,-117.18762,NA,NA,NA,,NA,4,0.03,2.92694,1,NA,fire,2015,1121.16,560.58,163.7604585,81.88022924,9,0,9,1,2510.907368,2510.907368,1,NA,NA,,7/17/2016,0.232522264,0.968555689,1.094916667,1.267175,6.433333333,6.805,50,51.1,32.41666667,30.525,17.66666667,18.05,15300,24700,13.07500005,18.87499976,34.75,-2.716666752,11.53333333,21,304,0,0.336666679,0.021438428,0.448792454,0.115563884,0.069904383,0.007634378,3,3.3,3.3.2,Taiga,Taiga Plains,Hay and Slave River Lowlands,3.3.2: Hay and Slave River Lowlands,11,Slf,S,l,f,-117.18762,2015,180.8827667,0.014444722,27.43929482,29.83887672,5.746366024,293.1049805,50.06999207,92.01912689,7.63529253,70.17196655,21.85553169,6.391348839,TRUE,70.44444444,305.281569,NA,0.2,226.7777778,20.98304176,205.7250366,8.336110725,12.675,19.225,6.15,37.75,19.125,59.5,54.25,-2.7,310,16.3,39.8,1101,33,133,98,125,223,10.4,58,88.9,4
sf.1151,NWT_BCKE.sf.114,NWT_BCKE,,,NA,SS50-120,,,,60.96864,-117.18737,NA,NA,NA,,NA,4,0.12,14.6557,0.75,NA,fire,2015,5567.68,2783.84,2605.656279,1302.828139,12.6,0,12.6,1,3681.105527,3681.105527,1,NA,NA,,7/17/2016,0.232522264,0.968555689,1.0985,1.27155,6.45,6.915,48.83333333,49.85,35.16666667,32.9,16,16.9,14800,22000,13.07500005,18.87499976,34.75,-2.716666752,11.53333333,21,304,0,0.336666679,0.021438428,0.448792454,0.115563884,0.069904383,0.007634378,3,3.3,3.3.2,Taiga,Taiga Plains,Hay and Slave River Lowlands,3.3.2: Hay and Slave River Lowlands,11,Slf,S,l,f,-117.18737,2015,180.8827667,0.014446602,27.51741982,29.57426262,5.967290401,285.3818054,52.97265625,92.10879517,7.819224834,72.36450958,22.58872986,6.775751114,TRUE,69,319.8343218,NA,0.16,226.8888889,23.92654419,223.1199493,8.125841935,12.675,19.225,6.15,37.75,19.125,59.5,54.25,-2.7,310,16.3,39.8,1101,33,133,98,125,223,10.4,58,88.9,4
sf.1152,NWT_BCKE.sf.115,NWT_BCKE,,,NA,SS50-3,,,,60.97414,-117.2008,NA,NA,NA,,NA,5,0.47,12.1141,0.978723404,NA,fire,2015,3117.11,1558.555,582.1526428,291.0763214,45.3,40,5.3,0.116997793,15770.32391,1375.177068,0.087200306,NA,NA,,7/15/2016,0.23013702,0.939210892,1.10525,1.279975,6.408333333,6.7825,46.58333333,47.075,34.41666667,32.875,19,20.05,14000,19400,13.07500005,18.87500024,34.5,-2.691666577,11.51666676,21.10000038,301,0.15833333,0.13166667,0.069138282,0.306573559,0.112846286,0,0.221442042,3,3.3,3.3.2,Taiga,Taiga Plains,Hay and Slave River Lowlands,3.3.2: Hay and Slave River Lowlands,11,Slf,S,l,f,-117.2008,2015,180.8827667,0.014444722,27.43929482,29.83887672,5.746366024,293.1049805,50.06999207,92.01912689,7.63529253,70.17196655,21.85553169,6.391348839,TRUE,45,625.3253794,0.15,0.21,204.7777778,10.8951416,266.6474609,9.808272394,12.75,19.325,6.225,37.5,19.1,59.5,55.25,-2.7,307,16.5,39.9,1110,35,133,98,123,227,10.4,58,90.8,5
sf.1153,NWT_BCKE.sf.116,NWT_BCKE,,,NA,SS50-3,,,,60.97431,-117.20084,NA,NA,NA,,NA,4,0.94,10.4712,0.85106383,NA,fire,2015,2711.86,1355.93,1234.895697,617.4478487,22.2,17,5.2,0.234234234,7009.068263,1345.713966,0.191996128,NA,NA,,7/15/2016,0.23013702,0.939210892,1.095166667,1.2629,6.525,6.8175,45.5,46.6,34.91666667,32.675,19.58333333,20.725,16600,28000,13.07500005,18.87500024,34.5,-2.691666577,11.51666676,21.10000038,301,0.15833333,0.13166667,0.069138282,0.306573559,0.112846286,0,0.221442042,3,3.3,3.3.2,Taiga,Taiga Plains,Hay and Slave River Lowlands,3.3.2: Hay and Slave River Lowlands,11,Slf,S,l,f,-117.20084,2015,180.8827667,0.014444722,27.43929482,29.83887672,5.746366024,293.1049805,50.06999207,92.01912689,7.63529253,70.17196655,21.85553169,6.391348839,TRUE,30,632.9917797,-0.04,0.2,204.6666667,16.66494179,304.3930969,8.209215484,12.75,19.325,6.225,37.5,19.1,59.5,55.25,-2.7,307,16.5,39.9,1110,35,133,98,123,227,10.4,58,90.8,4
sf.1154,NWT_BCKE.sf.117,NWT_BCKE,,,NA,SS50-3,,,,60.97437,-117.2,NA,NA,NA,,NA,4,2.48,16.915,0.887096774,NA,fire,2015,3527.57,1763.785,1188.222514,594.111257,12.6,8,4.6,0.365079365,3681.105527,1170.611031,0.31800529,NA,NA,,7/15/2016,0.23013702,0.939210892,1.0855,1.24935,6.425,6.8175,45.25,46.325,34.91666667,32.875,19.83333333,20.8,16300,29000,13.07500005,18.87500024,34.75,-2.699999942,11.53333349,21.10000038,302,0,0.038333333,0.02204375,0.653580375,0.200982161,0.068758219,0.016302365,3,3.3,3.3.2,Taiga,Taiga Plains,Hay and Slave River Lowlands,3.3.2: Hay and Slave River Lowlands,11,Slf,S,l,f,-117.2,2015,180.8827667,0.014444722,27.43929482,29.83887672,5.746366024,293.1049805,50.06999207,92.01912689,7.63529253,70.17196655,21.85553169,6.391348839,TRUE,40.66666667,649.1655338,0.23,0.18,208.5555556,15.30402851,222.4953461,8.386001867,12.75,19.325,6.225,37.5,19.125,59.5,55,-2.7,307,16.5,39.9,1109,35,133,98,123,226,10.4,58,90.6,4
sf.1155,NWT_BCKE.sf.118,NWT_BCKE,,,NA,SS50-3,,,,60.97417,-117.19997,NA,NA,NA,,NA,4,0.56,9.81948,0.642857143,NA,fire,2015,2802.84,1401.42,1392.967659,696.4838294,33.3,23,10.3,0.309309309,11114.14482,2927.203274,0.263376384,NA,NA,,7/15/2016,0.23013702,0.939210892,1.113833333,1.294,6.4,6.795,46.16666667,47.85,35.25,32.375,18.58333333,19.775,15000,22800,13.07500005,18.87500024,34.75,-2.699999942,11.53333349,21.10000038,302,0,0.038333333,0.02204375,0.653580375,0.200982161,0.068758219,0.016302365,3,3.3,3.3.2,Taiga,Taiga Plains,Hay and Slave River Lowlands,3.3.2: Hay and Slave River Lowlands,11,Slf,S,l,f,-117.19997,2015,180.8827667,0.014444722,27.43929482,29.83887672,5.746366024,293.1049805,50.06999207,92.01912689,7.63529253,70.17196655,21.85553169,6.391348839,TRUE,43.22222222,626.4821901,0.3,0.19,209.8888889,15.09983826,205.7226563,8.217764089,12.75,19.325,6.225,37.5,19.15,59.5,55,-2.7,307,16.5,39.9,1108,35,133,98,123,226,10.4,58,90.5,4
sf.1156,NWT_BCKE.sf.119,NWT_BCKE,,,NA,SS50-3,,,,60.97401,-117.19995,NA,NA,NA,,NA,4,0.36,4.53377,0.777777778,NA,fire,2015,1131.1,565.55,283.237798,141.618899,15.4,11,4.4,0.285714286,4624.534432,1112.916679,0.240654858,NA,NA,,7/15/2016,0.23013702,0.939210892,1.113833333,1.294,6.4,6.795,46.16666667,47.85,35.25,32.375,18.58333333,19.775,15000,22800,13.07500005,18.87500024,34.75,-2.699999942,11.53333349,21.10000038,302,0,0.038333333,0.02204375,0.653580375,0.200982161,0.068758219,0.016302365,3,3.3,3.3.2,Taiga,Taiga Plains,Hay and Slave River Lowlands,3.3.2: Hay and Slave River Lowlands,11,Slf,S,l,f,-117.19995,2015,180.8827667,0.014444722,27.43929482,29.83887672,5.746366024,293.1049805,50.06999207,92.01912689,7.63529253,70.17196655,21.85553169,6.391348839,TRUE,43.22222222,608.348669,0.3,0.19,209.8888889,15.09983826,205.7226563,8.217764089,12.75,19.325,6.225,37.5,19.15,59.5,55,-2.7,307,16.5,39.9,1108,35,133,98,123,226,10.4,58,90.4,4
sf.1050,NWT_BCKE.sf.12,NWT_BCKE,,,NA,08-Jan,,,,60.567222,-114.42666,NA,NA,NA,,NA,6,0,0,NA,45,fire,2008,0,0,0,0,NA,128,NA,NA,NA,NA,NA,NA,NA,,7/14/2016,0.291571528,0,1.017833333,1.195,6.191666667,6.7525,42.25,43.325,34.08333333,32.775,23.66666667,23.9,19200,48600,12.72500002,17.92500019,36.75,-2.779166589,10.37500014,20.29999924,330,0,0,0.361685478,0.165599296,0.239371762,0.078978558,0.154468082,3,3.3,3.3.2,Taiga,Taiga Plains,Hay and Slave River Lowlands,3.3.2: Hay and Slave River Lowlands,11,Slf,S,l,f,-114.42666,2008,207.8988037,0.001367215,23.22396278,35.50812531,7.195793629,287.8565674,53.30359268,91.23272705,7.346912384,72.87210846,21.68839455,6.305091858,TRUE,81.22222222,2305.363393,0.22,0.18,266,12.66824627,160.3296509,9.531801859,11.9,17.25,6.5,38.25,19.55,66,43.75,-2.8,333,15.8,38.4,1004,25,135,95,137,175,10.6,63,81.9,6
sf.1157,NWT_BCKE.sf.120,NWT_BCKE,,,NA,SS50-7,,,,60.95345,-117.15379,NA,NA,NA,,NA,6,0.04,0.0804247,0,159,fire,2015,16.0084,8.0042,0,0,NA,160,NA,NA,NA,NA,NA,NA,NA,,7/16/2016,0.237804353,1.053898573,1.100833333,1.2675,6.266666667,6.725,46.16666667,47.5,34.5,32.7,19.33333333,19.8,20000,45200,13.07500005,18.82500029,34.5,-2.770833343,11.52500004,21,303,0.016666666,0.30833334,0.119116718,0.51321559,0.008640022,0,0.034027738,3,3.3,3.3.2,Taiga,Taiga Plains,Hay and Slave River Lowlands,3.3.2: Hay and Slave River Lowlands,11,Slf,S,l,f,-117.15379,2015,179.9218292,0.000328397,26.06859779,39.86169434,9.134314537,277.0246582,47.66678619,89.69992828,6.507240295,66.65903473,18.95021439,4.965305328,TRUE,38.44444444,254.0017529,NA,0.21,213.3333333,25.55105019,148.1910706,7.828075581,12.7,19.175,6.2,37.5,19.1,60,54.25,-2.7,309,16.4,39.8,1101,34,133,98,124,223,10.4,58,89.5,6
